timestamp,layer,status,threat_intelligence,collection_success
2025-07-28T11:31:19.159313+00:00,cloud,"{'data_storage': {'identity_verifications_count': 0, 'processed_data_count': 54, 'threat_reports_count': 0}, 'global_intelligence': {'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:31:19.152757+00:00', 'total_threats': 0}, 'services': {'identity_verification': {'behavioral_profiles': 1, 'blockchain_ledger_size': 1, 'credential_store_size': 0, 'did_registry_size': 1, 'statistics': {'credentials_issued': 0, 'failed_verifications': 0, 'revoked_credentials': 0, 'successful_verifications': 54, 'total_verifications': 54}, 'trust_levels': ['verified', 'trusted', 'authenticated', 'unverified', 'suspicious'], 'verification_history_size': 54}, 'threat_intelligence': {'active_threats': 0, 'is_trained': False, 'known_indicators': {'attack_signatures': 0, 'malicious_ips': 0, 'suspicious_patterns': 0}, 'threat_categories': ['chaperone_attack', 'identity_spoofing', 'lateral_movement', 'data_exfiltration', 'ddos_attack', 'malware_infection'], 'threat_signatures': 3, 'threat_timeline_size': 0}}, 'statistics': {'data_packets_processed': 54, 'false_positives': 0, 'identities_verified': 54, 'start_time': '2025-07-28T11:30:23.832750+00:00', 'threats_detected': 0}}","{'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:31:19.157855+00:00', 'total_threats': 0}",True
2025-07-28T11:31:24.206734+00:00,cloud,"{'data_storage': {'identity_verifications_count': 0, 'processed_data_count': 59, 'threat_reports_count': 0}, 'global_intelligence': {'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:31:24.198047+00:00', 'total_threats': 0}, 'services': {'identity_verification': {'behavioral_profiles': 1, 'blockchain_ledger_size': 1, 'credential_store_size': 0, 'did_registry_size': 1, 'statistics': {'credentials_issued': 0, 'failed_verifications': 0, 'revoked_credentials': 0, 'successful_verifications': 59, 'total_verifications': 59}, 'trust_levels': ['verified', 'trusted', 'authenticated', 'unverified', 'suspicious'], 'verification_history_size': 59}, 'threat_intelligence': {'active_threats': 0, 'is_trained': False, 'known_indicators': {'attack_signatures': 0, 'malicious_ips': 0, 'suspicious_patterns': 0}, 'threat_categories': ['chaperone_attack', 'identity_spoofing', 'lateral_movement', 'data_exfiltration', 'ddos_attack', 'malware_infection'], 'threat_signatures': 3, 'threat_timeline_size': 0}}, 'statistics': {'data_packets_processed': 59, 'false_positives': 0, 'identities_verified': 59, 'start_time': '2025-07-28T11:30:23.832750+00:00', 'threats_detected': 0}}","{'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:31:24.204908+00:00', 'total_threats': 0}",True
2025-07-28T11:31:29.242038+00:00,cloud,"{'data_storage': {'identity_verifications_count': 0, 'processed_data_count': 64, 'threat_reports_count': 0}, 'global_intelligence': {'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:31:29.237217+00:00', 'total_threats': 0}, 'services': {'identity_verification': {'behavioral_profiles': 1, 'blockchain_ledger_size': 1, 'credential_store_size': 0, 'did_registry_size': 1, 'statistics': {'credentials_issued': 0, 'failed_verifications': 0, 'revoked_credentials': 0, 'successful_verifications': 64, 'total_verifications': 64}, 'trust_levels': ['verified', 'trusted', 'authenticated', 'unverified', 'suspicious'], 'verification_history_size': 64}, 'threat_intelligence': {'active_threats': 0, 'is_trained': False, 'known_indicators': {'attack_signatures': 0, 'malicious_ips': 0, 'suspicious_patterns': 0}, 'threat_categories': ['chaperone_attack', 'identity_spoofing', 'lateral_movement', 'data_exfiltration', 'ddos_attack', 'malware_infection'], 'threat_signatures': 3, 'threat_timeline_size': 0}}, 'statistics': {'data_packets_processed': 64, 'false_positives': 0, 'identities_verified': 64, 'start_time': '2025-07-28T11:30:23.832750+00:00', 'threats_detected': 0}}","{'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:31:29.240954+00:00', 'total_threats': 0}",True
2025-07-28T11:31:34.277048+00:00,cloud,"{'data_storage': {'identity_verifications_count': 0, 'processed_data_count': 69, 'threat_reports_count': 0}, 'global_intelligence': {'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:31:34.268653+00:00', 'total_threats': 0}, 'services': {'identity_verification': {'behavioral_profiles': 1, 'blockchain_ledger_size': 1, 'credential_store_size': 0, 'did_registry_size': 1, 'statistics': {'credentials_issued': 0, 'failed_verifications': 0, 'revoked_credentials': 0, 'successful_verifications': 69, 'total_verifications': 69}, 'trust_levels': ['verified', 'trusted', 'authenticated', 'unverified', 'suspicious'], 'verification_history_size': 69}, 'threat_intelligence': {'active_threats': 0, 'is_trained': False, 'known_indicators': {'attack_signatures': 0, 'malicious_ips': 0, 'suspicious_patterns': 0}, 'threat_categories': ['chaperone_attack', 'identity_spoofing', 'lateral_movement', 'data_exfiltration', 'ddos_attack', 'malware_infection'], 'threat_signatures': 3, 'threat_timeline_size': 0}}, 'statistics': {'data_packets_processed': 69, 'false_positives': 0, 'identities_verified': 69, 'start_time': '2025-07-28T11:30:23.832750+00:00', 'threats_detected': 0}}","{'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:31:34.275007+00:00', 'total_threats': 0}",True
2025-07-28T11:31:39.308903+00:00,cloud,"{'data_storage': {'identity_verifications_count': 0, 'processed_data_count': 74, 'threat_reports_count': 0}, 'global_intelligence': {'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:31:39.303693+00:00', 'total_threats': 0}, 'services': {'identity_verification': {'behavioral_profiles': 1, 'blockchain_ledger_size': 1, 'credential_store_size': 0, 'did_registry_size': 1, 'statistics': {'credentials_issued': 0, 'failed_verifications': 0, 'revoked_credentials': 0, 'successful_verifications': 74, 'total_verifications': 74}, 'trust_levels': ['verified', 'trusted', 'authenticated', 'unverified', 'suspicious'], 'verification_history_size': 74}, 'threat_intelligence': {'active_threats': 0, 'is_trained': False, 'known_indicators': {'attack_signatures': 0, 'malicious_ips': 0, 'suspicious_patterns': 0}, 'threat_categories': ['chaperone_attack', 'identity_spoofing', 'lateral_movement', 'data_exfiltration', 'ddos_attack', 'malware_infection'], 'threat_signatures': 3, 'threat_timeline_size': 0}}, 'statistics': {'data_packets_processed': 74, 'false_positives': 0, 'identities_verified': 74, 'start_time': '2025-07-28T11:30:23.832750+00:00', 'threats_detected': 0}}","{'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:31:39.307526+00:00', 'total_threats': 0}",True
2025-07-28T11:31:44.368111+00:00,cloud,"{'data_storage': {'identity_verifications_count': 0, 'processed_data_count': 79, 'threat_reports_count': 0}, 'global_intelligence': {'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:31:44.351735+00:00', 'total_threats': 0}, 'services': {'identity_verification': {'behavioral_profiles': 1, 'blockchain_ledger_size': 1, 'credential_store_size': 0, 'did_registry_size': 1, 'statistics': {'credentials_issued': 0, 'failed_verifications': 0, 'revoked_credentials': 0, 'successful_verifications': 79, 'total_verifications': 79}, 'trust_levels': ['verified', 'trusted', 'authenticated', 'unverified', 'suspicious'], 'verification_history_size': 79}, 'threat_intelligence': {'active_threats': 0, 'is_trained': False, 'known_indicators': {'attack_signatures': 0, 'malicious_ips': 0, 'suspicious_patterns': 0}, 'threat_categories': ['chaperone_attack', 'identity_spoofing', 'lateral_movement', 'data_exfiltration', 'ddos_attack', 'malware_infection'], 'threat_signatures': 3, 'threat_timeline_size': 0}}, 'statistics': {'data_packets_processed': 79, 'false_positives': 0, 'identities_verified': 79, 'start_time': '2025-07-28T11:30:23.832750+00:00', 'threats_detected': 0}}","{'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:31:44.365098+00:00', 'total_threats': 0}",True
2025-07-28T11:31:49.400911+00:00,cloud,"{'data_storage': {'identity_verifications_count': 0, 'processed_data_count': 84, 'threat_reports_count': 0}, 'global_intelligence': {'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:31:49.395538+00:00', 'total_threats': 0}, 'services': {'identity_verification': {'behavioral_profiles': 1, 'blockchain_ledger_size': 1, 'credential_store_size': 0, 'did_registry_size': 1, 'statistics': {'credentials_issued': 0, 'failed_verifications': 0, 'revoked_credentials': 0, 'successful_verifications': 84, 'total_verifications': 84}, 'trust_levels': ['verified', 'trusted', 'authenticated', 'unverified', 'suspicious'], 'verification_history_size': 84}, 'threat_intelligence': {'active_threats': 0, 'is_trained': False, 'known_indicators': {'attack_signatures': 0, 'malicious_ips': 0, 'suspicious_patterns': 0}, 'threat_categories': ['chaperone_attack', 'identity_spoofing', 'lateral_movement', 'data_exfiltration', 'ddos_attack', 'malware_infection'], 'threat_signatures': 3, 'threat_timeline_size': 0}}, 'statistics': {'data_packets_processed': 84, 'false_positives': 0, 'identities_verified': 84, 'start_time': '2025-07-28T11:30:23.832750+00:00', 'threats_detected': 0}}","{'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:31:49.399692+00:00', 'total_threats': 0}",True
2025-07-28T11:31:54.449490+00:00,cloud,"{'data_storage': {'identity_verifications_count': 0, 'processed_data_count': 89, 'threat_reports_count': 0}, 'global_intelligence': {'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:31:54.441891+00:00', 'total_threats': 0}, 'services': {'identity_verification': {'behavioral_profiles': 1, 'blockchain_ledger_size': 1, 'credential_store_size': 0, 'did_registry_size': 1, 'statistics': {'credentials_issued': 0, 'failed_verifications': 0, 'revoked_credentials': 0, 'successful_verifications': 89, 'total_verifications': 89}, 'trust_levels': ['verified', 'trusted', 'authenticated', 'unverified', 'suspicious'], 'verification_history_size': 89}, 'threat_intelligence': {'active_threats': 0, 'is_trained': False, 'known_indicators': {'attack_signatures': 0, 'malicious_ips': 0, 'suspicious_patterns': 0}, 'threat_categories': ['chaperone_attack', 'identity_spoofing', 'lateral_movement', 'data_exfiltration', 'ddos_attack', 'malware_infection'], 'threat_signatures': 3, 'threat_timeline_size': 0}}, 'statistics': {'data_packets_processed': 89, 'false_positives': 0, 'identities_verified': 89, 'start_time': '2025-07-28T11:30:23.832750+00:00', 'threats_detected': 0}}","{'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:31:54.447691+00:00', 'total_threats': 0}",True
2025-07-28T11:31:59.482310+00:00,cloud,"{'data_storage': {'identity_verifications_count': 0, 'processed_data_count': 94, 'threat_reports_count': 0}, 'global_intelligence': {'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:31:59.476974+00:00', 'total_threats': 0}, 'services': {'identity_verification': {'behavioral_profiles': 1, 'blockchain_ledger_size': 1, 'credential_store_size': 0, 'did_registry_size': 1, 'statistics': {'credentials_issued': 0, 'failed_verifications': 0, 'revoked_credentials': 0, 'successful_verifications': 94, 'total_verifications': 94}, 'trust_levels': ['verified', 'trusted', 'authenticated', 'unverified', 'suspicious'], 'verification_history_size': 94}, 'threat_intelligence': {'active_threats': 0, 'is_trained': False, 'known_indicators': {'attack_signatures': 0, 'malicious_ips': 0, 'suspicious_patterns': 0}, 'threat_categories': ['chaperone_attack', 'identity_spoofing', 'lateral_movement', 'data_exfiltration', 'ddos_attack', 'malware_infection'], 'threat_signatures': 3, 'threat_timeline_size': 0}}, 'statistics': {'data_packets_processed': 94, 'false_positives': 0, 'identities_verified': 94, 'start_time': '2025-07-28T11:30:23.832750+00:00', 'threats_detected': 0}}","{'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:31:59.481059+00:00', 'total_threats': 0}",True
2025-07-28T11:32:04.514555+00:00,cloud,"{'data_storage': {'identity_verifications_count': 0, 'processed_data_count': 99, 'threat_reports_count': 0}, 'global_intelligence': {'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:32:04.509507+00:00', 'total_threats': 0}, 'services': {'identity_verification': {'behavioral_profiles': 1, 'blockchain_ledger_size': 1, 'credential_store_size': 0, 'did_registry_size': 1, 'statistics': {'credentials_issued': 0, 'failed_verifications': 0, 'revoked_credentials': 0, 'successful_verifications': 99, 'total_verifications': 99}, 'trust_levels': ['verified', 'trusted', 'authenticated', 'unverified', 'suspicious'], 'verification_history_size': 99}, 'threat_intelligence': {'active_threats': 0, 'is_trained': False, 'known_indicators': {'attack_signatures': 0, 'malicious_ips': 0, 'suspicious_patterns': 0}, 'threat_categories': ['chaperone_attack', 'identity_spoofing', 'lateral_movement', 'data_exfiltration', 'ddos_attack', 'malware_infection'], 'threat_signatures': 3, 'threat_timeline_size': 0}}, 'statistics': {'data_packets_processed': 99, 'false_positives': 0, 'identities_verified': 99, 'start_time': '2025-07-28T11:30:23.832750+00:00', 'threats_detected': 0}}","{'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:32:04.513347+00:00', 'total_threats': 0}",True
2025-07-28T11:32:09.546169+00:00,cloud,"{'data_storage': {'identity_verifications_count': 0, 'processed_data_count': 104, 'threat_reports_count': 0}, 'global_intelligence': {'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:32:09.540944+00:00', 'total_threats': 0}, 'services': {'identity_verification': {'behavioral_profiles': 1, 'blockchain_ledger_size': 1, 'credential_store_size': 0, 'did_registry_size': 1, 'statistics': {'credentials_issued': 0, 'failed_verifications': 0, 'revoked_credentials': 0, 'successful_verifications': 104, 'total_verifications': 104}, 'trust_levels': ['verified', 'trusted', 'authenticated', 'unverified', 'suspicious'], 'verification_history_size': 104}, 'threat_intelligence': {'active_threats': 0, 'is_trained': False, 'known_indicators': {'attack_signatures': 0, 'malicious_ips': 0, 'suspicious_patterns': 0}, 'threat_categories': ['chaperone_attack', 'identity_spoofing', 'lateral_movement', 'data_exfiltration', 'ddos_attack', 'malware_infection'], 'threat_signatures': 3, 'threat_timeline_size': 0}}, 'statistics': {'data_packets_processed': 104, 'false_positives': 0, 'identities_verified': 104, 'start_time': '2025-07-28T11:30:23.832750+00:00', 'threats_detected': 0}}","{'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:32:09.544948+00:00', 'total_threats': 0}",True
