n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
95.9869,4.9625,-0.1955,7.0134,0.1328,2.648,-0.5449,NaN,NaN,0.6,-0.0322,0.003,-0.0296,0.0324,0.0041,-0.0291
100.0337,4.9563,-0.1725,7.0078,0.0289,2.6537,-0.5105,NaN,NaN,0.6,-0.0322,0.003,-0.0296,0.0324,0.0041,-0.0292
103.9755,4.9449,-0.1783,7.0077,-0.1559,2.3727,-0.6709,NaN,NaN,0.6,-0.0322,0.0031,-0.0296,0.0324,0.0041,-0.0291
108.0255,4.9335,-0.1783,6.9843,0.0981,2.5389,-0.6423,NaN,NaN,0.6,-0.0322,0.003,-0.0296,0.0324,0.0041,-0.0291
111.9869,4.9221,-0.1725,6.9616,0.0289,2.5676,-0.5391,NaN,NaN,0.6,-0.0322,0.003,-0.0296,0.0324,0.0041,-0.0291
115.9702,4.9164,-0.1783,7.0361,-0.2309,2.4703,-0.5334,NaN,NaN,0.6,-0.0322,0.0031,-0.0296,0.0324,0.0041,-0.0291
120.0631,4.9049,-0.1783,6.9729,-0.0289,2.5447,-0.5907,NaN,NaN,0.6,-0.0322,0.003,-0.0296,0.0324,0.0041,-0.0291
123.9892,4.8759,-0.1783,7.0419,-0.0866,2.407,-0.6308,NaN,NaN,0.6,-0.0322,0.0031,-0.0296,0.0324,0.0041,-0.0291
128.1318,4.8816,-0.1898,7.2792,-0.2484,2.4874,-0.5678,NaN,NaN,0.6,-0.0322,0.0031,-0.0296,0.0324,0.0041,-0.0291
132.0424,4.8702,-0.1955,7.0362,-0.052,2.3326,-0.5448,NaN,NaN,0.6,-0.0322,0.0031,-0.0296,0.0324,0.0041,-0.0291
136.0053,4.8645,-0.2013,6.9437,-0.3232,2.4931,-0.6079,NaN,NaN,0.6,-0.0322,0.0031,-0.0296,0.0324,0.0041,-0.0291
140.0332,4.8588,-0.207,6.9672,0.0635,2.4989,-0.5678,NaN,NaN,0.6,-0.0322,0.003,-0.0296,0.0324,0.0041,-0.0291
143.9817,4.8531,-0.2128,7.0539,-0.0751,2.4817,-0.6423,NaN,NaN,0.6,-0.0322,0.003,-0.0296,0.0324,0.0041,-0.0291
147.9885,4.8645,-0.207,7.0767,-0.0231,2.5735,-0.6768,NaN,NaN,0.6,-0.0322,0.003,-0.0296,0.0324,0.0041,-0.0291
151.9892,4.8645,-0.2185,7.0362,-0.0289,2.516,-0.6997,NaN,NaN,0.6,-0.0322,0.003,-0.0295,0.0324,0.0041,-0.0291
156.0416,4.8702,-0.2358,7.0361,-0.2136,2.5964,-0.7342,NaN,NaN,0.6,-0.0322,0.0031,-0.0295,0.0324,0.0041,-0.029
160.0036,4.8816,-0.23,7.152,0.0058,2.5046,-0.6251,NaN,NaN,0.6,-0.0322,0.003,-0.0296,0.0324,0.0041,-0.0291
164.0906,4.8873,-0.2358,7.1229,0.0231,2.5677,-0.7858,NaN,NaN,0.6,-0.0322,0.003,-0.0296,0.0324,0.0041,-0.0291
167.9743,4.8992,-0.2358,7.0945,0.0289,2.5391,-0.7227,NaN,NaN,0.6,-0.0322,0.003,-0.0296,0.0324,0.0041,-0.029
171.9951,4.8935,-0.2358,7.071,-0.0231,2.5849,-0.7686,NaN,NaN,0.6,-0.0322,0.003,-0.0296,0.0324,0.0041,-0.029
176.1237,4.9106,-0.2415,7.1342,-0.127,2.5735,-0.608,NaN,NaN,0.6,-0.0322,0.0031,-0.0296,0.0324,0.0041,-0.0291
180.0038,4.922,-0.2358,7.0881,-0.0404,2.6422,-0.7169,NaN,NaN,0.6,-0.0322,0.003,-0.0296,0.0324,0.0041,-0.0291
184.1394,4.922,-0.2473,7.1058,-0.0231,2.4472,-0.8316,NaN,NaN,0.6,-0.0322,0.003,-0.0296,0.0324,0.0041,-0.0291
187.993,4.9278,-0.2473,7.0596,-0.1039,2.5907,-0.5621,NaN,NaN,0.6,-0.0322,0.0031,-0.0295,0.0324,0.0041,-0.0291
192.0128,4.9277,-0.2645,6.9728,-0.3002,2.6192,-0.7858,NaN,NaN,0.6,-0.0322,0.0031,-0.0295,0.0324,0.0041,-0.029
196.1201,4.9335,-0.2703,7.1286,-0.0577,2.5849,-0.7399,NaN,NaN,0.6,-0.0322,0.0031,-0.0297,0.0324,0.0041,-0.0291
199.9896,4.9449,-0.253,7.0824,-0.0231,2.757,-0.5392,NaN,NaN,0.6,-0.0322,0.003,-0.0297,0.0324,0.0041,-0.0291
203.9823,4.9506,-0.2588,7.1868,-0.0866,2.6422,-0.6825,NaN,NaN,0.6,-0.0322,0.003,-0.0297,0.0324,0.0041,-0.0291
207.9958,4.9449,-0.2645,7.0077,-0.1385,2.5735,-0.7514,NaN,NaN,0.6,-0.0322,0.003,-0.0297,0.0324,0.0041,-0.0291
211.9891,4.9449,-0.2933,6.9323,-0.404,2.6652,-0.8891,NaN,NaN,0.6,-0.0322,0.0031,-0.0297,0.0324,0.0041,-0.0291
216.0148,4.9392,-0.2933,6.99,-0.0808,2.6078,-0.7169,NaN,NaN,0.6,-0.0322,0.003,-0.0296,0.0324,0.0041,-0.0291
219.993,4.9334,-0.2933,7.0362,-0.0635,2.5332,-0.6653,NaN,NaN,0.6,-0.0322,0.003,-0.0296,0.0324,0.0041,-0.0291
223.9988,4.9334,-0.2933,7.1406,-0.0924,2.5735,-0.7571,NaN,NaN,0.6,-0.0322,0.003,-0.0297,0.0324,0.0041,-0.029
227.9891,4.9334,-0.299,7.0305,-0.1905,2.5449,-0.7284,NaN,NaN,0.6,-0.0322,0.0031,-0.0296,0.0324,0.0041,-0.029
232.0683,4.9334,-0.299,7.1691,-0.0924,2.5103,-0.6595,NaN,NaN,0.6,-0.0322,0.003,-0.0297,0.0324,0.0041,-0.0291
235.9909,4.9392,-0.2818,7.1172,-0.0751,2.5389,-0.6022,NaN,NaN,0.6,-0.0322,0.003,-0.0296,0.0324,0.0041,-0.0291
240.0541,4.9392,-0.2703,7.1634,0.0404,2.5275,-0.6022,NaN,NaN,0.6,-0.0322,0.003,-0.0296,0.0324,0.0041,-0.0291
244.0126,4.9335,-0.276,7.2209,-0.0866,2.5275,-0.6595,NaN,NaN,0.6,-0.0322,0.003,-0.0297,0.0324,0.0041,-0.0291
248.0086,4.9392,-0.2818,7.3197,-0.1964,2.5792,-0.6367,NaN,NaN,0.6,-0.0322,0.003,-0.0297,0.0324,0.0041,-0.0292
252.0127,4.9449,-0.276,7.1982,-0.1097,2.516,-0.6939,NaN,NaN,0.6,-0.0322,0.003,-0.0297,0.0324,0.0041,-0.0292
256.0076,4.9568,-0.2588,7.3254,-0.1675,2.4931,-0.6882,NaN,NaN,0.6,-0.0322,0.0031,-0.0296,0.0324,0.0041,-0.0292
260.0047,4.9682,-0.2531,7.302,-0.1213,2.5275,-0.5965,NaN,NaN,0.6,-0.0322,0.003,-0.0296,0.0324,0.0041,-0.0291
264.0076,4.9853,-0.2646,7.4,-0.0982,2.5333,-0.8603,NaN,NaN,0.6,-0.0322,0.003,-0.0296,0.0324,0.0041,-0.0291
268.0656,4.9967,-0.2646,7.481,-0.1329,2.4301,-0.6997,NaN,NaN,0.6,-0.0322,0.003,-0.0296,0.0324,0.0041,-0.0291
272.0395,5.0139,-0.2646,7.4583,-0.156,2.4874,-0.6423,NaN,NaN,0.6,-0.0322,0.003,-0.0296,0.0324,0.0041,-0.0291
275.9832,5.0258,-0.2646,7.545,-0.1098,2.4244,-0.7283,NaN,NaN,0.6,-0.0322,0.003,-0.0297,0.0324,0.0041,-0.0292
279.993,5.0372,-0.2703,7.4235,-0.1618,2.5046,-0.6366,NaN,NaN,0.6,-0.0322,0.003,-0.0297,0.0324,0.0041,-0.0291
283.9992,5.0714,-0.2933,7.8739,-0.3065,2.4129,-0.7628,NaN,NaN,0.6,-0.0322,0.0031,-0.0297,0.0324,0.0041,-0.0291
287.9819,5.0828,-0.3164,7.6485,-0.4567,2.3841,-0.7225,NaN,NaN,0.6,-0.0322,0.0031,-0.0296,0.0324,0.0041,-0.0291
292.0438,5.1062,-0.3164,7.8683,-0.3065,2.4645,-0.585,NaN,NaN,0.6,-0.0322,0.0031,-0.0296,0.0324,0.0041,-0.0291
296.0836,5.1233,-0.3221,7.8399,-0.2661,2.2694,-0.625,NaN,NaN,0.6,-0.0322,0.003,-0.0296,0.0324,0.0041,-0.0291
300.0389,5.1404,-0.3106,7.9145,-0.2256,2.258,-0.453,NaN,NaN,0.6,-0.0322,0.0031,-0.0296,0.0324,0.0041,-0.0292
304.0049,5.158,-0.3164,7.9494,-0.1157,2.3325,-0.7569,NaN,NaN,0.6,-0.0322,0.003,-0.0295,0.0324,0.0041,-0.0291
307.9814,5.1695,-0.3049,7.8918,-0.1909,2.2122,-0.5333,NaN,NaN,0.6,-0.0322,0.003,-0.0295,0.0324,0.0041,-0.0292
311.9872,5.1695,-0.3049,7.9899,-0.1562,1.9944,-0.602,NaN,NaN,0.6,-0.0322,0.003,-0.0295,0.0324,0.0041,-0.0291
315.9921,5.1809,-0.3049,7.9088,-0.214,2.2465,-0.5963,NaN,NaN,0.6,-0.0322,0.003,-0.0295,0.0324,0.0041,-0.0292
319.9878,5.2037,-0.2877,8.216,-0.0521,2.2237,-0.4759,NaN,NaN,0.6,-0.0322,0.003,-0.0295,0.0324,0.0041,-0.0292
323.9865,5.2384,-0.3107,8.3313,-0.6601,2.3154,-0.6365,NaN,NaN,0.6,-0.0322,0.0031,-0.0294,0.0323,0.0041,-0.0292
327.987,5.2094,-0.3107,7.8106,-0.428,2.086,-0.5791,NaN,NaN,0.6,-0.0322,0.0031,-0.0295,0.0324,0.0041,-0.0292
331.9814,5.198,-0.2934,7.9089,-0.162,1.9254,-0.6421,NaN,NaN,0.6,-0.0321,0.003,-0.0295,0.0324,0.0041,-0.0291
336.0089,5.198,-0.3049,8.1,-0.3241,2.0401,-0.7511,NaN,NaN,0.6,-0.0322,0.0031,-0.0295,0.0324,0.0041,-0.0291
339.9791,5.2213,-0.3107,8.2797,-0.5095,2.2523,-0.453,NaN,NaN,0.6,-0.0322,0.0031,-0.0295,0.0324,0.0041,-0.0293
343.9886,5.2327,-0.3165,8.3428,-0.5675,2.1204,-0.2408,NaN,NaN,0.6,-0.0322,0.0031,-0.0295,0.0324,0.0041,-0.0292
347.9961,5.2213,-0.2992,8.0888,-0.0174,2.0001,-0.5848,NaN,NaN,0.6,-0.0322,0.0031,-0.0295,0.0324,0.0041,-0.0292
352.0132,5.1638,-0.2761,7.5507,0.2081,1.593,-0.4528,NaN,NaN,0.6,-0.0322,0.003,-0.0295,0.0324,0.0041,-0.0292
355.9932,5.0025,-0.2186,6.9092,0.6579,1.0142,-0.4183,NaN,NaN,0.6,-0.0322,0.003,-0.0295,0.0324,0.0041,-0.0292
359.9885,4.5543,-0.092,6.0269,1.1811,0.2807,0.2464,NaN,NaN,0.6,-0.0321,0.003,-0.0295,0.0324,0.0041,-0.0293
363.984,3.9795,0.0287,5.814,1.0137,-0.4183,0.6647,NaN,NaN,0.6,-0.0321,0.0031,-0.0294,0.0324,0.0041,-0.0293
367.9982,3.3479,0.2066,5.4167,1.272,-0.9339,0.8022,NaN,NaN,0.6,-0.0321,0.0031,-0.0295,0.0324,0.0041,-0.0294
371.987,2.8717,0.4762,5.3766,2.1298,-1.4498,1.2381,NaN,NaN,0.6,-0.0321,0.003,-0.0294,0.0324,0.0041,-0.0296
375.9949,2.8776,0.8147,5.7623,2.7364,-1.1518,1.731,NaN,NaN,0.6,-0.0321,0.003,-0.0294,0.0323,0.0041,-0.0295
379.9813,2.7112,1.0268,5.4339,2.0551,-1.0199,2.0462,NaN,NaN,0.6,-0.0321,0.003,-0.0293,0.0323,0.0041,-0.0296
384.0151,2.6192,1.1357,5.4457,1.3297,-1.0314,1.7137,NaN,NaN,0.6,-0.0321,0.0031,-0.0293,0.0323,0.0041,-0.0296
388.1238,2.5793,1.2963,5.6357,1.4799,-1.0142,1.6277,NaN,NaN,0.6,-0.0321,0.0031,-0.0294,0.0323,0.0041,-0.0296
391.9686,2.4761,1.4397,5.6067,1.474,-1.2893,1.6394,NaN,NaN,0.6,-0.0321,0.0031,-0.0294,0.0323,0.0041,-0.0295
395.9709,2.4013,1.5427,5.6813,1.2322,-1.358,1.5132,NaN,NaN,0.6,-0.0321,0.0031,-0.0294,0.0323,0.0041,-0.0296
399.9809,2.3096,1.6344,5.4052,1.3353,-1.4269,1.5019,NaN,NaN,0.6,-0.0321,0.0031,-0.0294,0.0323,0.0041,-0.0296
403.9806,2.2523,1.6746,5.4168,1.462,-1.2091,1.238,NaN,NaN,0.6,-0.0321,0.003,-0.0294,0.0323,0.0041,-0.0296
407.9877,2.2179,1.709,5.6644,1.4108,-1.2893,1.2552,NaN,NaN,0.6,-0.0321,0.0031,-0.0294,0.0323,0.0041,-0.0296
412.0089,2.2179,1.7319,5.6527,1.5144,-1.2033,1.2609,NaN,NaN,0.6,-0.0321,0.003,-0.0294,0.0323,0.0041,-0.0296
415.9978,2.2351,1.709,5.6411,1.3991,-1.3179,1.4731,NaN,NaN,0.6,-0.0322,0.003,-0.0294,0.0323,0.0041,-0.0296
419.9992,2.2352,1.6287,5.6928,1.4453,-1.1747,1.0947,NaN,NaN,0.6,-0.0322,0.003,-0.0293,0.0323,0.0041,-0.0296
423.9745,2.2295,1.6115,5.6642,1.5086,-1.2549,1.9374,NaN,NaN,0.6,-0.0321,0.003,-0.0293,0.0323,0.0041,-0.0296
427.9736,2.2295,1.6115,5.6757,1.4568,-1.3695,1.5935,NaN,NaN,0.6,-0.0322,0.003,-0.0293,0.0323,0.0041,-0.0296
431.9647,2.2295,1.6173,5.6643,1.4396,-1.1173,1.7308,NaN,NaN,0.6,-0.0322,0.003,-0.0293,0.0323,0.0041,-0.0296
435.9856,2.2409,1.5943,5.7736,1.29,-1.1861,1.2953,NaN,NaN,0.6,-0.0322,0.003,-0.0293,0.0323,0.0041,-0.0296
440.0186,2.2467,1.5943,5.7043,1.405,-1.295,1.4272,NaN,NaN,0.6,-0.0322,0.003,-0.0294,0.0323,0.0041,-0.0296
444.0683,2.2638,1.5943,5.693,1.3878,-1.3065,1.4444,NaN,NaN,0.6,-0.0322,0.003,-0.0293,0.0323,0.0041,-0.0296
448.0223,2.2753,1.623,5.8198,1.2902,-1.295,1.9489,NaN,NaN,0.6,-0.0322,0.003,-0.0293,0.0323,0.0041,-0.0296
452.0143,2.2695,1.6344,5.6815,1.4281,-1.3695,1.4845,NaN,NaN,0.6,-0.0322,0.003,-0.0293,0.0323,0.0041,-0.0296
456.0092,2.2752,1.6402,5.7337,1.5147,-1.2664,1.433,NaN,NaN,0.6,-0.0322,0.003,-0.0294,0.0323,0.0041,-0.0297
460.0185,2.2695,1.6344,5.6703,1.5491,-1.3637,1.2839,NaN,NaN,0.6,-0.0322,0.003,-0.0293,0.0323,0.0041,-0.0296
463.9912,2.2752,1.6574,5.8773,1.3249,-1.2893,1.731,NaN,NaN,0.6,-0.0322,0.003,-0.0293,0.0323,0.0041,-0.0295
467.9747,2.2695,1.6344,5.6756,1.5029,-1.3524,1.3757,NaN,NaN,0.6,-0.0321,0.003,-0.0293,0.0323,0.0041,-0.0296
471.9732,2.2695,1.6173,5.7047,1.4858,-1.3981,1.2094,NaN,NaN,0.6,-0.0322,0.003,-0.0293,0.0323,0.0041,-0.0296
475.9871,2.2524,1.5943,5.6646,1.336,-1.4039,1.3012,NaN,NaN,0.6,-0.0321,0.003,-0.0294,0.0323,0.0041,-0.0296
480.0379,2.2524,1.5943,5.86,1.4055,-1.3866,1.2609,NaN,NaN,0.6,-0.0322,0.003,-0.0293,0.0323,0.0041,-0.0296
483.9881,2.2524,1.6001,5.6356,1.5432,-1.2548,1.4099,NaN,NaN,0.6,-0.0321,0.003,-0.0293,0.0323,0.0041,-0.0296
488.0025,2.2467,1.6058,5.6699,1.5086,-1.3294,1.5189,NaN,NaN,0.6,-0.0321,0.003,-0.0293,0.0323,0.0041,-0.0295
491.9876,2.2293,1.6056,5.5838,1.5143,-1.3982,1.5649,NaN,NaN,0.6,-0.0322,0.0031,-0.0293,0.0323,0.0041,-0.0296
496.0061,2.1777,1.6629,5.198,2.4516,-1.8796,1.548,NaN,NaN,0.6,-0.0322,0.003,-0.0291,0.0324,0.0041,-0.0296
500.0659,1.9599,1.875,4.2609,3.7717,-2.5908,2.4843,NaN,NaN,0.6,-0.0321,0.003,-0.029,0.0324,0.0041,-0.0295
504.0115,1.3237,2.4709,3.1757,5.3269,-3.3194,3.7965,NaN,NaN,0.6,-0.032,0.003,-0.0289,0.0324,0.0041,-0.0292
508.0065,0.5844,3.8995,2.803,7.1435,-3.9681,5.4934,NaN,NaN,0.6,-0.032,0.0029,-0.0289,0.0323,0.004,-0.0292
512.0163,-0.2521,5.4803,1.9828,8.2728,-4.4218,6.6232,NaN,NaN,0.6,-0.032,0.0029,-0.0287,0.0322,0.004,-0.0291
516.0043,-1.0944,6.9281,1.5243,9.0713,-5.4918,7.9518,NaN,NaN,0.6,-0.032,0.0029,-0.0287,0.0322,0.004,-0.0291
519.9945,-1.9485,8.0701,0.934,9.7252,-6.4709,9.1495,NaN,NaN,0.6,-0.032,0.003,-0.0288,0.0322,0.004,-0.0288
523.9849,-2.6766,9.3793,-0.1948,11.0931,-6.7131,10.665,NaN,NaN,0.6,-0.032,0.003,-0.0286,0.0321,0.0037,-0.0275
527.9981,-4.3126,10.6564,-2.1663,12.3715,-7.8456,11.961,NaN,NaN,0.6,-0.0318,0.0028,-0.0276,0.0321,0.0038,-0.0278
532.0055,-5.7391,11.4195,-3.9393,12.8104,-8.6849,12.4729,NaN,NaN,0.6,-0.0315,0.0027,-0.0263,0.0321,0.0039,-0.0282
536.0008,-7.2267,12.3033,-5.6755,14.2108,-9.8581,12.8795,NaN,NaN,0.6,-0.0314,0.0026,-0.0256,0.0322,0.004,-0.0286
540.0108,-8.1234,13.0662,-6.713,15.0745,-10.4459,13.454,NaN,NaN,0.6,-0.0313,0.0026,-0.0253,0.0322,0.004,-0.0287
544.0337,-8.8997,13.8745,-7.3081,15.8986,-11.4786,14.4475,NaN,NaN,0.6,-0.0314,0.0026,-0.0259,0.0322,0.004,-0.0287
548.0851,-9.6485,14.2279,-8.1923,15.974,-12.1809,14.4428,NaN,NaN,0.6,-0.0314,0.0026,-0.0259,0.0322,0.004,-0.0287
552.0165,-10.3816,14.5194,-8.9809,15.7135,-12.8611,15.0098,NaN,NaN,0.6,-0.0314,0.0026,-0.0259,0.0322,0.004,-0.0287
556.0567,-11.0634,14.9085,-9.4974,16.4505,-13.6745,15.1419,NaN,NaN,0.6,-0.0314,0.0026,-0.0259,0.0322,0.004,-0.0287
559.9969,-11.2969,14.9871,-9.3924,16.2509,-13.8684,14.6531,NaN,NaN,0.6,-0.0314,0.0026,-0.0259,0.0322,0.004,-0.0287
563.9971,-11.432,15.0982,-9.2478,15.6472,-14.0405,15.0992,NaN,NaN,0.6,-0.0314,0.0026,-0.0259,0.0322,0.004,-0.0287
568.0191,-11.3671,15.1362,-9.155,15.5045,-13.5979,14.2836,NaN,NaN,0.6,-0.0314,0.0026,-0.0259,0.0322,0.004,-0.0287
572.0282,-11.4616,15.2941,-9.2767,15.305,-13.7806,14.6787,NaN,NaN,0.6,-0.0314,0.0026,-0.0259,0.0322,0.004,-0.0287
576.0062,-11.4782,15.4515,-9.3634,15.3504,-13.6329,14.98,NaN,NaN,0.6,-0.0314,0.0026,-0.0259,0.0322,0.004,-0.029
579.9862,-11.5666,15.5726,-9.3754,15.2251,-13.9695,15.3022,NaN,NaN,0.6,-0.0314,0.0026,-0.0259,0.0322,0.0039,-0.0285
584.0074,-11.6069,15.6409,-9.4041,15.2378,-13.9161,15.2432,NaN,NaN,0.6,-0.0314,0.0026,-0.0259,0.0322,0.0038,-0.0279
588.0743,-11.6835,15.64,-9.4509,15.1563,-13.9985,15.3281,NaN,NaN,0.6,-0.0314,0.0026,-0.0259,0.0323,0.0038,-0.028
592.0112,-11.759,15.6375,-9.3809,15.0504,-14.0991,15.3903,NaN,NaN,0.6,-0.0314,0.0026,-0.0259,0.0323,0.0038,-0.0281
595.9883,-11.8059,15.6222,-9.4391,15.1675,-13.9752,15.2779,NaN,NaN,0.6,-0.0314,0.0026,-0.0259,0.0322,0.0038,-0.028
599.9911,-11.8174,15.5739,-9.6539,14.9483,-13.7745,15.3255,NaN,NaN,0.6,-0.0314,0.0026,-0.0259,0.0322,0.0038,-0.0278
604.0628,-11.8352,15.557,-9.5027,15.0916,-14.0517,15.3012,NaN,NaN,0.6,-0.0314,0.0026,-0.0259,0.0323,0.0038,-0.0277
608.0157,-11.8524,15.5272,-9.6427,14.9243,-13.9156,15.2059,NaN,NaN,0.6,-0.0314,0.0026,-0.0259,0.0323,0.0038,-0.0276
612.0066,-11.8818,15.5473,-9.7184,14.9161,-13.7515,15.4041,NaN,NaN,0.6,-0.0314,0.0026,-0.0259,0.0322,0.0037,-0.0277
616.0199,-11.905,15.5545,-9.6017,14.934,-14.034,15.294,NaN,NaN,0.6,-0.0314,0.0026,-0.0259,0.0323,0.0037,-0.0276
619.9968,-11.9413,15.552,-9.6312,14.9722,-14.0812,15.3644,NaN,NaN,0.6,-0.0314,0.0026,-0.0259,0.0323,0.0037,-0.0278
624.0172,-11.9587,15.5407,-9.6538,14.9962,-14.0811,15.3214,NaN,NaN,0.6,-0.0314,0.0026,-0.0259,0.0323,0.0037,-0.0279
628.0108,-11.9762,15.5294,-9.6546,14.8651,-14.0696,15.3271,NaN,NaN,0.6,-0.0314,0.0026,-0.0259,0.0323,0.0037,-0.0279
632.1209,-11.9874,15.5294,-9.7823,14.7865,-13.9163,15.66,NaN,NaN,0.6,-0.0314,0.0026,-0.0259,0.0323,0.0037,-0.0279
636.0444,-11.9997,15.531,-9.6365,14.9355,-14.1055,15.465,NaN,NaN,0.6,-0.0314,0.0026,-0.0259,0.0323,0.0037,-0.0279
640.0495,-12.005,15.5367,-9.6249,14.8749,-13.9869,15.6891,NaN,NaN,0.6,-0.0314,0.0026,-0.0259,0.0323,0.0037,-0.0279
644.0199,-12.0225,15.568,-9.6364,14.8693,-14.111,16.0111,NaN,NaN,0.6,-0.0314,0.0026,-0.0259,0.0323,0.0037,-0.0279
647.9969,-12.0342,15.5809,-9.7992,14.7865,-14.0518,15.9146,NaN,NaN,0.6,-0.0314,0.0026,-0.0259,0.0323,0.0037,-0.0279
652.074,-12.0397,15.605,-9.6654,14.7622,-13.951,15.8148,NaN,NaN,0.6,-0.0314,0.0026,-0.0259,0.0323,0.0037,-0.0279
656.0361,-12.0465,15.6066,-9.6137,14.5986,-14.0408,15.8042,NaN,NaN,0.6,-0.0314,0.0026,-0.0259,0.0323,0.0037,-0.0279
659.9889,-12.0526,15.6195,-9.6484,14.7622,-14.1824,15.7465,NaN,NaN,0.6,-0.0314,0.0026,-0.0259,0.0323,0.0037,-0.0279
664.0416,-12.0523,15.6251,-9.6713,14.7326,-14.0222,15.7467,NaN,NaN,0.6,-0.0314,0.0026,-0.0259,0.0323,0.0037,-0.0279
667.9979,-12.0584,15.638,-9.7243,14.73,-14.0524,15.8845,NaN,NaN,0.6,-0.0314,0.0026,-0.0259,0.0323,0.0037,-0.0279
671.9882,-12.0462,15.6549,-9.7413,14.7962,-13.7563,15.832,NaN,NaN,0.6,-0.0314,0.0026,-0.0259,0.0323,0.0037,-0.028
675.9971,-12.0228,15.6718,-9.6774,14.7453,-13.5857,15.9924,NaN,NaN,0.6,-0.0314,0.0026,-0.0259,0.0323,0.0036,-0.028
680.0347,-12.0054,15.6831,-9.5901,14.6451,-13.757,16.0353,NaN,NaN,0.6,-0.0314,0.0026,-0.0259,0.0323,0.0036,-0.0279
