n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
68.1068,0.6131,-5.6644,3.5145,-5.1331,-2.2637,-6.0894,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0326,0.0041,-0.0299
72.2021,0.5959,-5.6644,3.176,-5.2698,-2.2008,-6.0837,NaN,NaN,1.0,-0.0323,0.0029,-0.029,0.0326,0.0041,-0.0297
76.0436,0.5959,-5.6644,3.2332,-5.0796,-2.0974,-6.1579,NaN,NaN,1.0,-0.0323,0.0029,-0.029,0.0326,0.0041,-0.0298
80.2723,0.5844,-5.6587,3.2388,-5.0277,-2.1375,-6.3079,NaN,NaN,1.0,-0.0323,0.0029,-0.029,0.0326,0.0041,-0.0298
83.9945,0.5787,-5.6644,3.2103,-5.264,-2.1835,-6.1699,NaN,NaN,1.0,-0.0323,0.0029,-0.029,0.0326,0.0041,-0.0298
88.0745,0.5558,-5.6587,3.1472,-5.1139,-2.2236,-6.1528,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0326,0.0041,-0.0298
92.0173,0.5558,-5.653,3.13,-5.1196,-2.0458,-6.1807,NaN,NaN,1.0,-0.0323,0.0029,-0.029,0.0325,0.0041,-0.0298
95.9895,0.5386,-5.6473,3.0438,-4.8713,-2.2065,-6.1414,NaN,NaN,1.0,-0.0323,0.0028,-0.029,0.0326,0.0041,-0.0299
99.9879,0.5271,-5.6359,3.1185,-5.131,-2.1779,-6.1357,NaN,NaN,1.0,-0.0323,0.0029,-0.029,0.0326,0.0041,-0.0298
103.9932,0.5271,-5.6182,3.2677,-5.1664,-2.2352,-6.1243,NaN,NaN,1.0,-0.0323,0.0029,-0.029,0.0326,0.0041,-0.0298
107.9901,0.5272,-5.6245,3.1815,-5.3098,-2.1607,-6.1471,NaN,NaN,1.0,-0.0323,0.0029,-0.029,0.0326,0.0041,-0.0298
112.0197,0.5157,-5.6245,3.1931,-5.0739,-2.1319,-6.2275,NaN,NaN,1.0,-0.0323,0.0029,-0.029,0.0326,0.0041,-0.0298
115.972,0.5157,-5.6125,3.1527,-5.0214,-2.2465,-6.1008,NaN,NaN,1.0,-0.0323,0.0028,-0.0289,0.0326,0.0041,-0.0299
119.9972,0.4985,-5.6011,3.1758,-4.8547,-2.4129,-6.0615,NaN,NaN,1.0,-0.0323,0.0028,-0.0289,0.0326,0.0041,-0.0298
123.9934,0.4928,-5.5897,3.2847,-5.1892,-2.2581,-5.9109,NaN,NaN,1.0,-0.0323,0.0029,-0.029,0.0326,0.0041,-0.0299
128.0546,0.4928,-5.5669,3.2389,-4.9528,-2.2524,-6.0666,NaN,NaN,1.0,-0.0323,0.0029,-0.029,0.0326,0.0041,-0.0299
131.9838,0.4928,-5.5783,3.1816,-5.2869,-2.2522,-6.1585,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0326,0.0041,-0.0299
135.9818,0.4928,-5.584,3.239,-5.1892,-2.195,-6.1471,NaN,NaN,1.0,-0.0323,0.0029,-0.029,0.0326,0.0041,-0.0299
139.9891,0.5157,-5.5897,3.48,-5.0292,-2.1949,-6.1813,NaN,NaN,1.0,-0.0323,0.0029,-0.029,0.0326,0.0041,-0.0299
143.9882,0.5157,-5.5954,3.2963,-5.1721,-2.2408,-6.2047,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0326,0.0041,-0.0299
147.9821,0.5157,-5.5783,3.1872,-4.7798,-2.2409,-6.1357,NaN,NaN,1.0,-0.0323,0.0028,-0.029,0.0326,0.0041,-0.0299
151.9868,0.5099,-5.555,3.1814,-4.8661,-2.2581,-6.1129,NaN,NaN,1.0,-0.0323,0.0029,-0.029,0.0326,0.0041,-0.0298
156.0533,0.5042,-5.5435,3.1356,-4.8084,-2.2236,-6.1585,NaN,NaN,1.0,-0.0323,0.0029,-0.0292,0.0326,0.0041,-0.03
159.9874,0.4985,-5.5321,3.1471,-4.8604,-2.2981,-6.0375,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0326,0.0041,-0.0299
163.9855,0.5157,-5.5378,3.2791,-5.3046,-2.1836,-5.8184,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0326,0.0041,-0.03
167.9872,0.5042,-5.5207,3.1415,-4.7741,-2.2637,-6.0375,NaN,NaN,1.0,-0.0323,0.0029,-0.0292,0.0326,0.0041,-0.0299
171.9881,0.487,-5.555,2.8833,-5.4931,-2.2237,-6.1819,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0326,0.0041,-0.0299
175.9861,0.4927,-5.5378,3.17,-4.9238,-2.2064,-6.1122,NaN,NaN,1.0,-0.0323,0.0029,-0.0292,0.0326,0.0041,-0.0299
179.9756,0.4813,-5.5264,3.1069,-5.0272,-2.3097,-6.0609,NaN,NaN,1.0,-0.0323,0.0029,-0.0292,0.0326,0.0041,-0.03
183.9917,0.4527,-5.5207,2.975,-5.0267,-2.3154,-6.0609,NaN,NaN,1.0,-0.0323,0.0029,-0.0292,0.0326,0.0041,-0.0299
187.9725,0.4469,-5.5207,3.1128,-5.2464,-2.1777,-6.0774,NaN,NaN,1.0,-0.0323,0.0029,-0.0292,0.0326,0.0041,-0.0299
191.9917,0.4412,-5.5207,3.084,-4.8947,-2.321,-6.078,NaN,NaN,1.0,-0.0323,0.0029,-0.0292,0.0326,0.0041,-0.0299
196.0053,0.424,-5.5264,2.9576,-5.0781,-2.367,-5.9919,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0326,0.0041,-0.0298
199.9729,0.4125,-5.5321,3.0495,-5.0729,-2.3726,-6.0666,NaN,NaN,1.0,-0.0323,0.0029,-0.0292,0.0326,0.0041,-0.0298
204.0031,0.4068,-5.5492,3.0094,-5.1477,-2.2294,-6.1471,NaN,NaN,1.0,-0.0323,0.0029,-0.0292,0.0326,0.0041,-0.0299
207.9713,0.4068,-5.5607,3.3134,-5.103,-2.2638,-6.1819,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0326,0.0041,-0.0299
212.0517,0.4068,-5.5897,3.1185,-5.2635,-2.2465,-6.2047,NaN,NaN,1.0,-0.0323,0.0029,-0.0292,0.0326,0.0041,-0.0299
215.9729,0.424,-5.584,3.239,-5.2469,-2.2866,-6.1933,NaN,NaN,1.0,-0.0323,0.0029,-0.0292,0.0326,0.0041,-0.0299
220.0341,0.4125,-5.5954,3.0552,-5.1363,-2.3441,-6.1882,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0326,0.0041,-0.0299
223.9867,0.4183,-5.6068,3.1242,-5.3212,-2.1549,-5.9856,NaN,NaN,1.0,-0.0323,0.0029,-0.0292,0.0326,0.0041,-0.03
227.9706,0.4354,-5.6125,3.1586,-5.183,-2.1777,-6.0774,NaN,NaN,1.0,-0.0323,0.0029,-0.0292,0.0326,0.0041,-0.03
232.0166,0.4354,-5.6239,3.0897,-5.2978,-2.2063,-6.2275,NaN,NaN,1.0,-0.0323,0.0029,-0.0292,0.0326,0.0041,-0.0299
235.9715,0.4412,-5.6416,3.1242,-5.1425,-2.258,-6.2395,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0326,0.0041,-0.0299
239.963,0.4526,-5.6644,3.0897,-5.1768,-2.1721,-6.3662,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0326,0.0042,-0.0299
243.9784,0.4584,-5.6815,3.0093,-5.2282,-2.1778,-6.3775,NaN,NaN,1.0,-0.0323,0.0029,-0.0292,0.0326,0.0042,-0.0299
247.9925,0.4641,-5.6878,3.1816,-5.1487,-2.2236,-6.2047,NaN,NaN,1.0,-0.0323,0.0029,-0.0292,0.0326,0.0042,-0.0299
251.9877,0.4526,-5.6815,3.0611,-5.102,-2.2466,-6.13,NaN,NaN,1.0,-0.0323,0.0029,-0.0292,0.0326,0.0041,-0.0298
255.9891,0.4526,-5.6815,3.1413,-5.1482,-2.3499,-6.2978,NaN,NaN,1.0,-0.0323,0.0029,-0.0293,0.0326,0.0042,-0.0299
259.9963,0.4641,-5.6815,3.3653,-5.2246,-2.1376,-6.1813,NaN,NaN,1.0,-0.0323,0.0029,-0.0292,0.0325,0.0041,-0.0299
264.065,0.4755,-5.6758,3.0897,-5.1596,-2.1893,-6.1357,NaN,NaN,1.0,-0.0323,0.0029,-0.0292,0.0326,0.0041,-0.0298
268.0698,0.4584,-5.6701,2.8317,-4.9628,-2.1721,-6.2566,NaN,NaN,1.0,-0.0323,0.0029,-0.0292,0.0325,0.0042,-0.0299
271.9967,0.4469,-5.6644,2.9808,-5.0038,-2.1891,-6.1293,NaN,NaN,1.0,-0.0323,0.0029,-0.0293,0.0326,0.0041,-0.03
276.0045,0.4469,-5.6359,3.0668,-4.8427,-2.1949,-6.0774,NaN,NaN,1.0,-0.0323,0.0029,-0.0293,0.0326,0.0041,-0.0299
280.063,0.4469,-5.6359,3.0496,-5.1248,-2.2122,-6.2452,NaN,NaN,1.0,-0.0323,0.0029,-0.0293,0.0326,0.0042,-0.03
284.058,0.4355,-5.6473,2.9636,-5.4702,-2.3154,-6.3263,NaN,NaN,1.0,-0.0323,0.0029,-0.0293,0.0326,0.0042,-0.03
288.0432,0.4183,-5.6416,2.8143,-5.1929,-2.2007,-6.2161,NaN,NaN,1.0,-0.0323,0.0029,-0.0292,0.0326,0.0042,-0.03
292.0021,0.4125,-5.6296,2.9749,-4.9861,-2.1949,-6.1236,NaN,NaN,1.0,-0.0323,0.0029,-0.0292,0.0326,0.0042,-0.03
296.0604,0.424,-5.6359,3.2159,-5.2235,-2.1777,-6.135,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0325,0.0041,-0.03
300.0065,0.4354,-5.6068,3.1644,-4.9066,-2.1377,-5.8989,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0325,0.0041,-0.0298
304.0252,0.4412,-5.584,3.3021,-5.2817,-2.1146,-5.714,NaN,NaN,1.0,-0.0323,0.003,-0.0292,0.0325,0.0041,-0.0297
308.0042,0.4927,-5.486,3.6579,-4.3503,-1.8452,-5.1145,NaN,NaN,1.0,-0.0323,0.0029,-0.0292,0.0325,0.0041,-0.0296
312.0567,0.6016,-5.3075,3.9106,-3.701,-1.3867,-4.4405,NaN,NaN,1.0,-0.0323,0.0029,-0.0292,0.0325,0.0041,-0.0297
316.0212,0.7793,-4.9916,4.4852,-2.8403,-1.2377,-3.7336,NaN,NaN,1.0,-0.0323,0.0029,-0.0292,0.0325,0.0041,-0.0296
319.9777,0.9455,-4.7446,4.6518,-3.0367,-1.1918,-3.6414,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0325,0.0041,-0.0297
324.0071,1.1288,-4.3824,4.7669,-2.5767,-1.0485,-3.2164,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0325,0.0041,-0.0296
328.0,1.1862,-4.1701,4.5425,-2.5412,-1.4211,-3.705,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0325,0.0041,-0.0296
332.0223,1.295,-3.9403,4.5826,-2.5068,-1.3523,-3.705,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0325,0.0041,-0.0296
336.0196,1.3638,-3.6993,4.3874,-2.1209,-1.2721,-3.7451,NaN,NaN,1.0,-0.0323,0.0028,-0.0291,0.0325,0.0041,-0.0296
340.0757,1.4899,-3.5846,4.7437,-2.9218,-1.2263,-3.7508,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0325,0.0041,-0.0296
343.9845,1.5587,-3.4297,4.6405,-2.8986,-1.2663,-3.6185,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0325,0.0041,-0.0296
347.9685,1.6332,-3.2978,4.6575,-2.933,-1.2204,-3.7333,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0325,0.0041,-0.0296
351.9746,1.6962,-3.1773,4.646,-2.6107,-1.1574,-3.7218,NaN,NaN,1.0,-0.0323,0.0029,-0.029,0.0325,0.0041,-0.0296
355.9626,1.7134,-3.1026,4.6002,-2.5128,-1.4955,-3.7108,NaN,NaN,1.0,-0.0323,0.0028,-0.0291,0.0325,0.0041,-0.0296
359.9714,1.7191,-3.0911,4.577,-2.5989,-1.209,-3.7275,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0325,0.0041,-0.0296
363.9804,1.7192,-3.0739,4.6519,-2.5417,-1.1803,-3.7275,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0325,0.0041,-0.0296
367.9947,1.702,-3.0854,4.629,-2.4439,-1.3236,-3.6646,NaN,NaN,1.0,-0.0323,0.0029,-0.0292,0.0325,0.0041,-0.0296
372.0007,1.702,-3.0854,4.5309,-2.5814,-1.3753,-3.6936,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0325,0.0041,-0.0296
375.9859,1.7019,-3.0968,4.5367,-2.5585,-1.2606,-3.8598,NaN,NaN,1.0,-0.0323,0.0029,-0.0292,0.0325,0.0041,-0.0296
379.9906,1.7019,-3.1255,4.6347,-2.6913,-1.4325,-3.8945,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0325,0.0041,-0.0296
383.9952,1.6904,-3.1197,4.5484,-2.6047,-1.318,-3.8945,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0325,0.0041,-0.0296
388.0922,1.679,-3.114,4.5252,-2.4491,-1.3753,-3.8716,NaN,NaN,1.0,-0.0323,0.0028,-0.0291,0.0325,0.0041,-0.0296
391.9864,1.6676,-3.1083,4.4911,-2.5412,-1.3294,-3.9231,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0325,0.0041,-0.0295
395.9874,1.6618,-3.0968,4.5424,-2.4261,-1.2262,-3.7333,NaN,NaN,1.0,-0.0323,0.0028,-0.0291,0.0325,0.0041,-0.0296
399.9974,1.6504,-3.0968,4.3356,-2.391,-1.3696,-3.8659,NaN,NaN,1.0,-0.0323,0.0028,-0.029,0.0325,0.0041,-0.0296
403.9863,1.6504,-3.0911,4.554,-2.3859,-1.295,-3.8141,NaN,NaN,1.0,-0.0323,0.0028,-0.029,0.0325,0.0041,-0.0296
407.9717,1.6389,-3.0911,4.4964,-2.5295,-1.2893,-3.7394,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0325,0.0041,-0.0296
411.9749,1.6332,-3.0911,4.4909,-2.4721,-1.3236,-3.6646,NaN,NaN,1.0,-0.0323,0.0028,-0.0291,0.0325,0.0041,-0.0296
415.9749,1.6504,-3.1026,4.7495,-2.7837,-1.2606,-3.7965,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0325,0.0041,-0.0296
419.964,1.6388,-3.0736,4.4275,-2.351,-1.3695,-3.4694,NaN,NaN,1.0,-0.0323,0.0028,-0.0291,0.0325,0.0041,-0.0296
423.9937,1.6503,-3.0507,4.7266,-2.2715,-1.3008,-3.8198,NaN,NaN,1.0,-0.0323,0.0028,-0.0291,0.0325,0.0041,-0.0296
427.9784,1.6446,-3.0279,4.5197,-2.0983,-1.3466,-3.8774,NaN,NaN,1.0,-0.0323,0.0028,-0.0291,0.0325,0.0041,-0.0296
431.9795,1.6503,-3.0279,4.491,-2.4204,-1.2835,-3.8369,NaN,NaN,1.0,-0.0323,0.0028,-0.0291,0.0325,0.0041,-0.0296
435.9993,1.6561,-3.0279,4.5367,-2.5642,-1.2435,-3.8255,NaN,NaN,1.0,-0.0323,0.0029,-0.029,0.0325,0.0041,-0.0296
439.9883,1.6503,-3.0336,4.4217,-2.5235,-1.2205,-3.8484,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0325,0.0041,-0.0295
443.9804,1.656,-3.0336,4.4792,-2.4087,-1.2893,-3.8141,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0325,0.0041,-0.0296
448.01,1.656,-3.0393,4.4794,-2.4893,-1.2319,-3.7851,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0325,0.0041,-0.0295
451.9803,1.6675,-3.0507,4.7381,-2.6399,-1.3466,-3.8369,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0325,0.0041,-0.0296
455.9897,1.6675,-3.0393,4.5483,-2.5068,-1.3695,-3.4294,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0325,0.0041,-0.0296
460.0079,1.6618,-3.0279,4.5482,-2.5355,-1.2434,-3.7508,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0325,0.0041,-0.0296
463.9879,1.6503,-3.0393,4.3817,-2.3912,-1.4269,-3.7626,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0325,0.0041,-0.0296
468.0081,1.6331,-3.0622,4.4161,-2.7422,-1.4154,-3.7569,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0325,0.0041,-0.0296
471.9819,1.6159,-3.0679,4.2954,-2.4541,-1.4154,-3.7569,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0325,0.0041,-0.0296
475.9899,1.6044,-3.0794,4.4506,-2.6905,-1.4555,-3.7454,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0325,0.0041,-0.0297
480.0023,1.5987,-3.0679,4.4221,-2.6733,-1.2778,-3.4752,NaN,NaN,1.0,-0.0323,0.0029,-0.029,0.0325,0.0041,-0.0297
483.9907,1.6045,-3.0622,4.5714,-2.5587,-1.3523,-3.7165,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0325,0.0041,-0.0295
488.0056,1.6102,-3.0679,4.6,-2.5472,-1.2892,-3.7851,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0325,0.0041,-0.0296
491.9798,1.6044,-3.0736,4.4276,-2.6041,-1.2548,-3.7908,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0325,0.0041,-0.0297
495.981,1.5873,-3.0679,4.445,-2.5238,-1.4498,-3.7512,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0325,0.0041,-0.0297
499.9757,1.5815,-3.0679,4.4332,-2.351,-1.4038,-3.7508,NaN,NaN,1.0,-0.0323,0.0028,-0.0291,0.0325,0.0041,-0.0297
504.0272,1.5815,-3.0679,4.6233,-2.4324,-1.4211,-3.7626,NaN,NaN,1.0,-0.0323,0.0028,-0.0292,0.0325,0.0041,-0.0296
507.9904,1.5758,-3.0794,4.399,-2.6213,-1.4841,-3.8026,NaN,NaN,1.0,-0.0323,0.0029,-0.0292,0.0325,0.0041,-0.0296
511.9729,1.5643,-3.0851,4.4907,-2.5238,-1.7305,-4.0387,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0325,0.0041,-0.0296
515.9903,1.5644,-3.0622,4.3413,-2.0977,-1.4382,-3.7279,NaN,NaN,1.0,-0.0323,0.0028,-0.0291,0.0325,0.0041,-0.0296
519.9776,1.5587,-3.045,4.3815,-2.3106,-1.4497,-3.705,NaN,NaN,1.0,-0.0323,0.0028,-0.0291,0.0325,0.0041,-0.0296
523.9916,1.5243,-3.045,3.9507,-2.3726,-1.3752,-3.8084,NaN,NaN,1.0,-0.0322,0.0028,-0.0291,0.0325,0.0041,-0.0296
527.9956,1.5014,-3.045,4.152,-2.4998,-1.4783,-3.7279,NaN,NaN,1.0,-0.0322,0.0028,-0.0291,0.0325,0.0041,-0.0296
531.9955,1.4784,-3.0218,4.2551,-2.2527,-1.507,-3.6822,NaN,NaN,1.0,-0.0323,0.0028,-0.029,0.0325,0.0041,-0.0296
536.0169,1.4555,-3.0047,4.2554,-2.3218,-1.6045,-3.7054,NaN,NaN,1.0,-0.0322,0.0028,-0.0292,0.0325,0.0041,-0.0296
540.0012,1.4497,-3.0104,4.2668,-2.4484,-1.3696,-3.8659,NaN,NaN,1.0,-0.0323,0.0029,-0.0292,0.0325,0.0041,-0.0296
543.9872,1.4211,-3.0218,4.0141,-2.5741,-1.5758,-3.734,NaN,NaN,1.0,-0.0322,0.0029,-0.0292,0.0325,0.0041,-0.0296
547.9975,1.3982,-3.0161,4.2726,-2.4312,-1.6102,-3.7397,NaN,NaN,1.0,-0.0323,0.0029,-0.0292,0.0325,0.0041,-0.0296
551.9838,1.3925,-3.0161,4.3068,-2.5921,-1.5759,-3.7226,NaN,NaN,1.0,-0.0323,0.0029,-0.0292,0.0325,0.0041,-0.0296
555.9794,1.381,-3.0161,4.0827,-2.7006,-1.5471,-3.7683,NaN,NaN,1.0,-0.0322,0.0029,-0.0292,0.0325,0.0041,-0.0296
559.9973,1.3638,-3.039,4.0313,-2.6949,-1.5586,-3.6707,NaN,NaN,1.0,-0.0322,0.0029,-0.0291,0.0325,0.0041,-0.0297
563.9999,1.3523,-3.0504,4.2324,-2.5,-1.5987,-3.7569,NaN,NaN,1.0,-0.0322,0.0029,-0.0291,0.0325,0.0041,-0.0296
568.0843,1.3581,-3.039,4.2497,-2.3104,-1.5357,-3.6478,NaN,NaN,1.0,-0.0323,0.0028,-0.0291,0.0325,0.0041,-0.0296
572.0087,1.358,-3.0447,4.2954,-2.5634,-1.5299,-3.7912,NaN,NaN,1.0,-0.0323,0.0029,-0.0292,0.0325,0.0041,-0.0296
576.0059,1.3638,-3.0447,4.3125,-2.5864,-1.5357,-3.4698,NaN,NaN,1.0,-0.0323,0.0029,-0.0292,0.0325,0.0041,-0.0296
579.9992,1.3638,-3.039,4.1804,-2.2755,-1.5701,-3.5846,NaN,NaN,1.0,-0.0322,0.0028,-0.0291,0.0325,0.0041,-0.0296
584.0137,1.3523,-3.0275,4.3127,-2.5175,-1.6388,-3.6536,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0325,0.0041,-0.0296
588.0498,1.3638,-3.0161,4.2494,-2.2699,-1.5874,-3.7801,NaN,NaN,1.0,-0.0323,0.0028,-0.0291,0.0325,0.0041,-0.0296
592.0086,1.3753,-3.0161,4.4505,-2.4546,-1.5357,-3.7569,NaN,NaN,1.0,-0.0323,0.0029,-0.0291,0.0325,0.0041,-0.0295
595.9785,1.381,-2.9414,4.5597,-1.7475,-1.7076,-3.0221,NaN,NaN,1.0,-0.0323,0.0028,-0.0291,0.0325,0.0041,-0.0296
600.0153,1.4039,-2.7923,4.1001,-1.2811,-1.1517,-2.4706,NaN,NaN,1.0,-0.0322,0.0028,-0.0293,0.0324,0.0041,-0.0297
604.0083,1.4096,-2.62,4.1116,-0.9708,-1.404,-2.2244,NaN,NaN,1.0,-0.0322,0.0028,-0.0293,0.0324,0.0041,-0.0297
608.0034,1.4096,-2.4766,3.9968,-1.0109,-1.3008,-2.3046,NaN,NaN,1.0,-0.0322,0.0029,-0.0294,0.0324,0.0041,-0.0297
612.0627,1.4154,-2.385,4.106,-1.6489,-1.3581,-2.2473,NaN,NaN,1.0,-0.0322,0.003,-0.0294,0.0324,0.0041,-0.0298
616.0012,1.3982,-2.253,3.882,-1.3727,-1.3465,-2.2471,NaN,NaN,1.0,-0.0322,0.0029,-0.0295,0.0324,0.0041,-0.0298
620.0669,1.4096,-2.1154,4.0886,-1.3098,-1.1975,-2.0176,NaN,NaN,1.0,-0.0322,0.0029,-0.0295,0.0324,0.0041,-0.0298
624.0057,1.3924,-2.0121,3.7326,-1.0566,-1.295,-2.3389,NaN,NaN,1.0,-0.0321,0.0029,-0.0295,0.0324,0.0041,-0.0297
627.9933,1.3924,-1.9088,3.9278,-1.3153,-1.3064,-2.2757,NaN,NaN,1.0,-0.0322,0.0029,-0.0295,0.0324,0.0041,-0.0297
631.9869,1.3982,-1.777,4.06,-0.7582,-1.3236,-2.2471,NaN,NaN,1.0,-0.0322,0.0029,-0.0294,0.0324,0.0041,-0.0297
635.982,1.3752,-1.6623,3.8991,-0.8098,-1.4154,-2.3621,NaN,NaN,1.0,-0.0322,0.0029,-0.0294,0.0324,0.0041,-0.0297
640.0004,1.3581,-1.605,3.9279,-0.9764,-1.4841,-2.3907,NaN,NaN,1.0,-0.0322,0.0029,-0.0294,0.0324,0.0041,-0.0297
644.0185,1.3523,-1.605,4.1521,-1.218,-1.3695,-2.3618,NaN,NaN,1.0,-0.0322,0.0029,-0.0295,0.0324,0.0041,-0.0297
647.9973,1.3409,-1.605,3.836,-1.0107,-1.3752,-2.3103,NaN,NaN,1.0,-0.0322,0.0029,-0.0294,0.0324,0.0041,-0.0297
652.0123,1.3409,-1.6336,4.0483,-1.5108,-1.3809,-2.3218,NaN,NaN,1.0,-0.0322,0.0029,-0.0294,0.0324,0.0041,-0.0297
655.9919,1.318,-1.6107,3.8302,-1.0624,-1.5873,-2.3506,NaN,NaN,1.0,-0.0322,0.0029,-0.0295,0.0324,0.0041,-0.0297
659.9872,1.318,-1.605,3.951,-1.0684,-1.4268,-2.4022,NaN,NaN,1.0,-0.0322,0.0029,-0.0294,0.0324,0.0041,-0.0297
664.0283,1.2835,-1.5876,3.7154,-0.7464,-1.4784,-2.2645,NaN,NaN,1.0,-0.0322,0.0029,-0.0294,0.0324,0.0041,-0.0297
